sale_id,sale_date,region_name,country_code,product_sku,product_name,quantity,unit_price,total_revenue,dealer_id,customer_id,customer_segment,discount_amount,cost_of_goods_sold,gross_profit,payment_method,shipment_status,shipping_fee,sales_channel,campaign_id,sales_rep_id,created_ts
1018,2025-11-22,West,IN,SERVICE,Annual Maintenance Pack,1,999.0,999.0,D012,CUST734,B2B,87.49,399.6,599.4,Cash,Delivered,52.75,Field Sales,CAMP1001,SR001,2025-11-27 11:56:11.989539
1019,2026-01-30,West,IN,SERVICE,Annual Maintenance Pack,-5,1200.0,-6000.0,D019,CUST590,Premium,171.83,2400.0,-8400.0,Cash,Returned,10.28,Web,CAMP2002,SR002,2025-11-27 11:56:11.989560
1020,2026-01-23,West,IN,SERVICE,Annual Maintenance Pack,4,1500.0,6000.0,D008,CUST139,B2C,179.23,2400.0,3600.0,Credit Card,Delivered,28.63,Retail,CAMP3003,SR002,2025-11-27 11:56:11.989573
1021,2025-11-01,West,IN,SERVICE,Service Subscription,5,1200.0,6000.0,D009,CUST938,B2C,199.45,2400.0,3600.0,Invoice,Shipped,49.95,Retail,CAMP1001,SR002,2025-11-27 11:56:11.989584
1022,2025-12-29,West,IN,SERVICE,Service Subscription,5,999.0,4995.0,D018,CUST960,Premium,189.93,1998.0,2997.0,Invoice,Delivered,39.22,Retail,CAMP1001,SR001,2025-11-27 11:56:11.989596
1023,2025-11-02,West,IN,SERVICE,Service Subscription,3,1500.0,4500.0,D013,CUST271,B2C,72.32,1800.0,2700.0,Invoice,Shipped,36.42,Web,CAMP2002,SR001,2025-11-27 11:56:11.989607
1024,2026-01-26,West,IN,SERVICE,Annual Maintenance Pack,4,1200.0,4800.0,D019,CUST949,B2C,58.9,1920.0,2880.0,Cash,Delivered,39.36,Retail,,SR005,2025-11-27 11:56:11.989618
1025,2025-12-23,West,IN,SERVICE,Service Subscription,4,1500.0,6000.0,D004,CUST254,B2C,87.2,2400.0,3600.0,Credit Card,Delivered,30.8,Field Sales,CAMP3003,SR002,2025-11-27 11:56:11.989631
1026,2025-12-19,West,IN,SERVICE,Annual Maintenance Pack,4,1500.0,6000.0,D014,CUST958,Premium,159.8,2400.0,3600.0,Credit Card,Delivered,18.33,Web,CAMP2002,SR002,2025-11-27 11:56:11.989643
1027,2025-11-25,West,IN,SERVICE,Service Subscription,4,1500.0,6000.0,D008,CUST939,Premium,55.37,2400.0,3600.0,Credit Card,Shipped,43.79,Field Sales,CAMP3003,SR003,2025-11-27 11:56:11.989655
1028,2026-01-10,West,IN,SERVICE,Annual Maintenance Pack,-5,999.0,-4995.0,D018,CUST151,B2B,135.16,1998.0,-6993.0,Invoice,Cancelled,58.66,Web,CAMP1001,SR002,2025-11-27 11:56:11.989666
1029,2025-12-08,West,IN,SERVICE,Service Subscription,2,999.0,1998.0,D008,CUST207,Premium,176.26,799.2,1198.8,Cash,Shipped,56.81,Web,,SR003,2025-11-27 11:56:11.989678
1030,2025-12-12,West,IN,SERVICE,Service Subscription,5,1500.0,7500.0,D019,CUST476,Premium,32.61,3000.0,4500.0,Credit Card,Delivered,11.2,Retail,CAMP3003,SR001,2025-11-27 11:56:11.989690
1031,2025-12-15,West,IN,SERVICE,Service Subscription,4,1200.0,4800.0,D015,CUST674,Premium,88.12,1920.0,2880.0,Credit Card,Delivered,12.19,Web,,SR004,2025-11-27 11:56:11.989701
1032,2026-01-08,West,IN,SERVICE,Annual Maintenance Pack,5,999.0,4995.0,D001,CUST446,Premium,183.26,1998.0,2997.0,Cash,Delivered,46.94,Retail,CAMP2002,SR001,2025-11-27 11:56:11.989713
1033,2026-01-26,West,IN,SERVICE,Annual Maintenance Pack,3,999.0,2997.0,D005,CUST845,Premium,191.6,1198.8,1798.2,Credit Card,Shipped,38.13,Retail,CAMP2002,SR001,2025-11-27 11:56:11.989729
1034,2026-01-27,West,IN,SERVICE,Annual Maintenance Pack,-5,1200.0,-6000.0,D009,CUST648,Premium,198.26,2400.0,-8400.0,Cash,Cancelled,20.43,Web,CAMP2002,SR003,2025-11-27 11:56:11.989742
1035,2025-12-02,West,IN,SERVICE,Service Subscription,4,1500.0,6000.0,D006,CUST107,B2C,154.99,2400.0,3600.0,Cash,Delivered,21.93,Web,,SR003,2025-11-27 11:56:11.989754
1036,2025-12-21,West,IN,SERVICE,Annual Maintenance Pack,3,1200.0,3600.0,D003,CUST199,B2B,57.93,1440.0,2160.0,Cash,Delivered,18.09,Field Sales,CAMP3003,SR004,2025-11-27 11:56:11.989765
1037,2026-01-21,West,IN,SERVICE,Service Subscription,2,999.0,1998.0,D011,CUST515,B2C,250.89,799.2,1198.8,Cash,Delivered,24.06,Retail,CAMP1001,SR002,2025-11-27 11:56:11.989782
1038,2026-01-29,West,IN,SERVICE,Annual Maintenance Pack,5,1500.0,7500.0,D001,CUST622,B2C,118.86,3000.0,4500.0,Cash,Delivered,13.64,Field Sales,,SR002,2025-11-27 11:56:11.989798
1039,2025-12-20,West,IN,SERVICE,Annual Maintenance Pack,-4,1200.0,-4800.0,D005,CUST909,B2C,108.82,1920.0,-6720.0,Invoice,Returned,21.36,Retail,,SR003,2025-11-27 11:56:11.989810
1040,2025-11-24,West,IN,SERVICE,Service Subscription,5,1200.0,6000.0,D014,CUST758,Premium,205.11,2400.0,3600.0,Cash,Shipped,58.52,Web,CAMP2002,SR005,2025-11-27 11:56:11.989826
1041,2025-12-11,West,IN,SERVICE,Service Subscription,4,1200.0,4800.0,D003,CUST923,B2C,240.45,1920.0,2880.0,Invoice,Shipped,43.09,Retail,,SR002,2025-11-27 11:56:11.989837
1042,2025-11-27,West,IN,SERVICE,Service Subscription,6,999.0,5994.0,D006,CUST858,Premium,12.58,2397.6,3596.4,Cash,Delivered,24.31,Retail,CAMP3003,SR001,2025-11-27 11:56:11.989850
1043,2026-01-20,West,IN,SERVICE,Annual Maintenance Pack,6,1200.0,7200.0,D016,CUST657,B2C,237.81,2880.0,4320.0,Credit Card,Shipped,28.8,Retail,,SR001,2025-11-27 11:56:11.989861
1044,2025-12-15,West,IN,SERVICE,Annual Maintenance Pack,2,1200.0,2400.0,D017,CUST831,B2B,238.25,960.0,1440.0,Credit Card,Delivered,11.1,Web,CAMP3003,SR001,2025-11-27 11:56:11.989872
1045,2025-11-03,West,IN,SERVICE,Annual Maintenance Pack,-1,1200.0,-1200.0,D015,CUST779,B2C,194.42,480.0,-1680.0,Credit Card,Cancelled,45.8,Field Sales,,SR004,2025-11-27 11:56:11.989885
1046,2025-11-21,West,IN,SERVICE,Service Subscription,3,1500.0,4500.0,D020,CUST782,B2B,100.15,1800.0,2700.0,Invoice,Delivered,13.62,Retail,,SR002,2025-11-27 11:56:11.989903
1047,2025-11-21,West,IN,SERVICE,Annual Maintenance Pack,4,1500.0,6000.0,D011,CUST347,Premium,100.68,2400.0,3600.0,Cash,Delivered,18.8,Web,CAMP2002,SR004,2025-11-27 11:56:11.989924
1048,2025-11-18,West,IN,SERVICE,Service Subscription,4,999.0,3996.0,D020,CUST578,B2C,258.92,1598.4,2397.6,Cash,Shipped,36.48,Retail,CAMP1001,SR003,2025-11-27 11:56:11.989936
1049,2025-11-28,West,IN,SERVICE,Service Subscription,3,1500.0,4500.0,D002,CUST468,B2B,168.81,1800.0,2700.0,Credit Card,Shipped,22.64,Retail,CAMP3003,SR002,2025-11-27 11:56:11.989948
1050,2025-11-22,West,IN,SERVICE,Service Subscription,6,1500.0,9000.0,D006,CUST897,B2C,157.18,3600.0,5400.0,Invoice,Shipped,49.13,Web,CAMP3003,SR003,2025-11-27 11:56:11.989960
1051,2025-12-19,West,IN,SERVICE,Service Subscription,3,1200.0,3600.0,D003,CUST324,B2B,297.17,1440.0,2160.0,Credit Card,Delivered,35.34,Field Sales,,SR003,2025-11-27 11:56:11.989972
1052,2025-11-09,West,IN,SERVICE,Service Subscription,1,1200.0,1200.0,D012,CUST545,B2C,3.89,480.0,720.0,Cash,Delivered,58.37,Retail,CAMP2002,SR004,2025-11-27 11:56:11.989984
1053,2026-01-08,West,IN,SERVICE,Annual Maintenance Pack,1,1500.0,1500.0,D015,CUST676,Premium,126.97,600.0,900.0,Cash,Delivered,40.05,Web,CAMP1001,SR003,2025-11-27 11:56:11.989996
1054,2025-12-05,West,IN,SERVICE,Service Subscription,6,1200.0,7200.0,D019,CUST807,Premium,65.09,2880.0,4320.0,Cash,Delivered,54.47,Retail,CAMP1001,SR005,2025-11-27 11:56:11.990007
1055,2025-11-07,West,IN,SERVICE,Service Subscription,5,999.0,4995.0,D010,CUST744,B2C,229.04,1998.0,2997.0,Credit Card,Delivered,34.7,Field Sales,CAMP1001,SR001,2025-11-27 11:56:11.990019
1056,2025-12-08,West,IN,SERVICE,Service Subscription,3,1500.0,4500.0,D020,CUST129,Premium,88.54,1800.0,2700.0,Invoice,Delivered,56.15,Web,CAMP1001,SR001,2025-11-27 11:56:11.990030
1057,2025-12-06,West,IN,SERVICE,Annual Maintenance Pack,3,1500.0,4500.0,D015,CUST860,B2C,127.09,1800.0,2700.0,Invoice,Delivered,51.82,Retail,,SR002,2025-11-27 11:56:11.990045
1058,2026-01-03,West,IN,SERVICE,Service Subscription,3,1500.0,4500.0,D002,CUST115,B2B,220.69,1800.0,2700.0,Credit Card,Shipped,21.09,Field Sales,CAMP2002,SR004,2025-11-27 11:56:11.990071
1059,2025-11-05,West,IN,SERVICE,Service Subscription,-5,1500.0,-7500.0,D007,CUST627,B2B,14.18,3000.0,-10500.0,Invoice,Returned,20.08,Web,CAMP2002,SR001,2025-11-27 11:56:11.990086
1060,2025-12-31,West,IN,SERVICE,Annual Maintenance Pack,3,1500.0,4500.0,D004,CUST850,B2B,157.32,1800.0,2700.0,Invoice,Shipped,24.95,Field Sales,CAMP1001,SR002,2025-11-27 11:56:11.990098
1061,2025-11-10,West,IN,SERVICE,Service Subscription,5,999.0,4995.0,D018,CUST837,B2C,259.68,1998.0,2997.0,Credit Card,Delivered,17.82,Retail,CAMP2002,SR004,2025-11-27 11:56:11.990109
1062,2025-11-25,West,IN,SERVICE,Annual Maintenance Pack,-4,999.0,-3996.0,D011,CUST654,Premium,150.18,1598.4,-5594.4,Credit Card,Cancelled,15.98,Retail,CAMP1001,SR003,2025-11-27 11:56:11.990120
1063,2025-12-01,West,IN,SERVICE,Service Subscription,4,999.0,3996.0,D009,CUST892,Premium,31.81,1598.4,2397.6,Credit Card,Shipped,25.73,Retail,CAMP2002,SR004,2025-11-27 11:56:11.990133
1064,2026-01-06,West,IN,SERVICE,Annual Maintenance Pack,3,1500.0,4500.0,D017,CUST924,B2B,10.08,1800.0,2700.0,Invoice,Delivered,48.47,Retail,CAMP1001,SR002,2025-11-27 11:56:11.990146
1065,2025-11-02,West,IN,SERVICE,Service Subscription,5,1500.0,7500.0,D020,CUST470,B2B,188.08,3000.0,4500.0,Invoice,Delivered,28.45,Retail,,SR004,2025-11-27 11:56:11.990160
1066,2026-01-22,West,IN,SERVICE,Service Subscription,6,999.0,5994.0,D010,CUST941,B2C,194.71,2397.6,3596.4,Credit Card,Delivered,42.06,Web,CAMP2002,SR004,2025-11-27 11:56:11.990178
1067,2025-12-18,West,IN,SERVICE,Annual Maintenance Pack,3,999.0,2997.0,D010,CUST185,Premium,108.36,1198.8,1798.2,Invoice,Shipped,30.11,Retail,CAMP1001,SR001,2025-11-27 11:56:11.990194
1068,2025-12-14,West,IN,SERVICE,Annual Maintenance Pack,5,999.0,4995.0,D003,CUST871,B2C,283.19,1998.0,2997.0,Invoice,Delivered,39.44,Web,CAMP1001,SR004,2025-11-27 11:56:11.990205
1069,2025-11-04,West,IN,SERVICE,Service Subscription,2,999.0,1998.0,D011,CUST879,Premium,285.77,799.2,1198.8,Credit Card,Delivered,15.51,Retail,CAMP1001,SR005,2025-11-27 11:56:11.990215
1070,2026-01-17,West,IN,SERVICE,Annual Maintenance Pack,3,1500.0,4500.0,D008,CUST704,B2C,153.24,1800.0,2700.0,Invoice,Delivered,50.63,Retail,,SR003,2025-11-27 11:56:11.990226
1071,2025-12-08,West,IN,SERVICE,Annual Maintenance Pack,5,999.0,4995.0,D019,CUST386,B2B,56.63,1998.0,2997.0,Invoice,Delivered,25.11,Retail,CAMP1001,SR003,2025-11-27 11:56:11.990237
1072,2026-01-15,West,IN,SERVICE,Service Subscription,5,1200.0,6000.0,D002,CUST763,Premium,279.71,2400.0,3600.0,Cash,Shipped,42.84,Retail,,SR004,2025-11-27 11:56:11.990250
1073,2026-01-20,West,IN,SERVICE,Annual Maintenance Pack,1,999.0,999.0,D016,CUST472,Premium,188.69,399.6,599.4,Credit Card,Delivered,46.44,Web,,SR002,2025-11-27 11:56:11.990261
1074,2025-11-05,West,IN,SERVICE,Annual Maintenance Pack,2,1200.0,2400.0,D011,CUST441,B2C,76.42,960.0,1440.0,Credit Card,Delivered,20.45,Field Sales,CAMP2002,SR003,2025-11-27 11:56:11.990273
1075,2025-12-30,West,IN,SERVICE,Annual Maintenance Pack,6,1500.0,9000.0,D014,CUST288,Premium,241.26,3600.0,5400.0,Cash,Delivered,27.32,Retail,CAMP2002,SR003,2025-11-27 11:56:11.990286
1076,2025-12-04,West,IN,SERVICE,Service Subscription,5,1500.0,7500.0,D013,CUST141,Premium,281.0,3000.0,4500.0,Credit Card,Shipped,11.96,Web,CAMP2002,SR004,2025-11-27 11:56:11.990298
1077,2025-11-02,West,IN,SERVICE,Annual Maintenance Pack,-6,999.0,-5994.0,D005,CUST292,B2C,209.67,2397.6,-8391.6,Credit Card,Cancelled,40.83,Web,CAMP3003,SR001,2025-11-27 11:56:11.990310
1078,2026-01-20,West,IN,SERVICE,Service Subscription,-6,1500.0,-9000.0,D005,CUST677,Premium,211.01,3600.0,-12600.0,Credit Card,Returned,16.28,Retail,CAMP3003,SR005,2025-11-27 11:56:11.990322
1079,2025-11-06,West,IN,SERVICE,Annual Maintenance Pack,6,999.0,5994.0,D016,CUST985,Premium,26.99,2397.6,3596.4,Invoice,Delivered,23.68,Field Sales,CAMP3003,SR002,2025-11-27 11:56:11.990333
1080,2026-01-26,West,IN,SERVICE,Service Subscription,4,999.0,3996.0,D003,CUST897,B2B,281.73,1598.4,2397.6,Cash,Shipped,22.01,Retail,,SR001,2025-11-27 11:56:11.990344
1081,2026-01-24,West,IN,SERVICE,Annual Maintenance Pack,2,1500.0,3000.0,D019,CUST619,B2C,188.8,1200.0,1800.0,Cash,Delivered,43.58,Retail,CAMP3003,SR005,2025-11-27 11:56:11.990355
1082,2026-01-18,West,IN,SERVICE,Annual Maintenance Pack,6,1200.0,7200.0,D014,CUST195,B2B,263.96,2880.0,4320.0,Credit Card,Delivered,22.02,Field Sales,CAMP1001,SR005,2025-11-27 11:56:11.990366
1083,2026-01-12,West,IN,SERVICE,Service Subscription,1,999.0,999.0,D011,CUST724,B2C,258.75,399.6,599.4,Cash,Shipped,43.75,Retail,CAMP2002,SR001,2025-11-27 11:56:11.990377
1084,2026-01-10,West,IN,SERVICE,Service Subscription,1,1200.0,1200.0,D019,CUST303,Premium,13.49,480.0,720.0,Credit Card,Shipped,22.67,Web,,SR005,2025-11-27 11:56:11.990388
1085,2025-11-25,West,IN,SERVICE,Annual Maintenance Pack,4,1500.0,6000.0,D012,CUST818,Premium,251.01,2400.0,3600.0,Invoice,Shipped,11.21,Field Sales,CAMP3003,SR005,2025-11-27 11:56:11.990399
1086,2025-11-12,West,IN,SERVICE,Annual Maintenance Pack,-2,1200.0,-2400.0,D017,CUST294,B2C,92.7,960.0,-3360.0,Invoice,Cancelled,55.7,Web,CAMP3003,SR002,2025-11-27 11:56:11.990410
1087,2025-11-21,West,IN,SERVICE,Service Subscription,1,1200.0,1200.0,D002,CUST698,Premium,267.66,480.0,720.0,Credit Card,Delivered,27.33,Field Sales,CAMP1001,SR003,2025-11-27 11:56:11.990422
1088,2025-12-08,West,IN,SERVICE,Service Subscription,2,1500.0,3000.0,D019,CUST668,B2C,142.62,1200.0,1800.0,Credit Card,Delivered,26.37,Retail,CAMP2002,SR002,2025-11-27 11:56:11.990433
1089,2026-01-23,West,IN,SERVICE,Annual Maintenance Pack,2,999.0,1998.0,D013,CUST135,B2C,184.52,799.2,1198.8,Cash,Delivered,38.0,Web,CAMP2002,SR002,2025-11-27 11:56:11.990444
1090,2026-01-21,West,IN,SERVICE,Service Subscription,-1,1500.0,-1500.0,D014,CUST208,Premium,30.85,600.0,-2100.0,Invoice,Returned,58.19,Retail,CAMP2002,SR004,2025-11-27 11:56:11.990457
1091,2026-01-08,West,IN,SERVICE,Annual Maintenance Pack,2,999.0,1998.0,D013,CUST755,B2C,215.74,799.2,1198.8,Invoice,Shipped,47.71,Retail,CAMP1001,SR002,2025-11-27 11:56:11.990470
1092,2025-11-18,West,IN,SERVICE,Annual Maintenance Pack,-5,1200.0,-6000.0,D010,CUST357,Premium,20.54,2400.0,-8400.0,Cash,Returned,10.33,Web,,SR005,2025-11-27 11:56:11.990482
1093,2025-12-31,West,IN,SERVICE,Service Subscription,-5,1200.0,-6000.0,D006,CUST441,B2B,165.74,2400.0,-8400.0,Credit Card,Cancelled,38.3,Field Sales,CAMP3003,SR001,2025-11-27 11:56:11.990494
1094,2026-01-20,West,IN,SERVICE,Service Subscription,-6,1500.0,-9000.0,D019,CUST897,Premium,218.66,3600.0,-12600.0,Invoice,Cancelled,24.35,Retail,CAMP2002,SR004,2025-11-27 11:56:11.990505
1095,2025-12-06,West,IN,SERVICE,Annual Maintenance Pack,-6,1500.0,-9000.0,D008,CUST163,B2B,226.42,3600.0,-12600.0,Invoice,Returned,19.18,Web,,SR003,2025-11-27 11:56:11.990517
1096,2025-12-10,West,IN,SERVICE,Service Subscription,6,1200.0,7200.0,D019,CUST747,B2B,248.07,2880.0,4320.0,Invoice,Delivered,56.31,Web,CAMP1001,SR003,2025-11-27 11:56:11.990528
1097,2026-01-19,West,IN,SERVICE,Annual Maintenance Pack,2,1500.0,3000.0,D010,CUST355,B2B,58.62,1200.0,1800.0,Credit Card,Shipped,49.29,Field Sales,CAMP2002,SR005,2025-11-27 11:56:11.990539
1098,2025-12-10,West,IN,SERVICE,Annual Maintenance Pack,4,1500.0,6000.0,D016,CUST940,B2B,173.83,2400.0,3600.0,Credit Card,Delivered,28.82,Field Sales,,SR003,2025-11-27 11:56:11.990550
1099,2026-01-05,West,IN,SERVICE,Annual Maintenance Pack,4,1500.0,6000.0,D009,CUST506,Premium,149.57,2400.0,3600.0,Credit Card,Delivered,14.22,Field Sales,CAMP3003,SR002,2025-11-27 11:56:11.990561
1100,2025-11-08,West,IN,SERVICE,Annual Maintenance Pack,3,1200.0,3600.0,D015,CUST112,Premium,102.86,1440.0,2160.0,Invoice,Delivered,12.44,Web,,SR003,2025-11-27 11:56:11.990572
1101,2026-01-08,West,IN,SERVICE,Service Subscription,4,999.0,3996.0,D014,CUST327,B2B,23.8,1598.4,2397.6,Credit Card,Shipped,24.04,Web,CAMP3003,SR005,2025-11-27 11:56:11.990584
1102,2026-01-14,West,IN,SERVICE,Annual Maintenance Pack,6,999.0,5994.0,D020,CUST103,Premium,58.87,2397.6,3596.4,Credit Card,Delivered,57.44,Field Sales,CAMP1001,SR001,2025-11-27 11:56:11.990595
1103,2025-11-25,West,IN,SERVICE,Service Subscription,-5,1200.0,-6000.0,D008,CUST909,B2B,209.11,2400.0,-8400.0,Credit Card,Returned,35.65,Web,CAMP3003,SR005,2025-11-27 11:56:11.990611
1104,2025-12-21,West,IN,SERVICE,Annual Maintenance Pack,-6,1500.0,-9000.0,D007,CUST400,B2B,1.68,3600.0,-12600.0,Invoice,Cancelled,49.8,Web,CAMP1001,SR001,2025-11-27 11:56:11.990637
1105,2025-11-02,West,IN,SERVICE,Annual Maintenance Pack,3,1500.0,4500.0,D013,CUST694,B2C,211.0,1800.0,2700.0,Credit Card,Delivered,21.23,Web,CAMP1001,SR002,2025-11-27 11:56:11.990650
1106,2025-11-19,West,IN,SERVICE,Service Subscription,5,999.0,4995.0,D015,CUST144,B2C,29.69,1998.0,2997.0,Invoice,Delivered,34.78,Web,CAMP2002,SR003,2025-11-27 11:56:11.990662
1107,2025-12-18,West,IN,SERVICE,Service Subscription,3,1500.0,4500.0,D009,CUST761,Premium,198.63,1800.0,2700.0,Credit Card,Shipped,26.72,Field Sales,CAMP2002,SR003,2025-11-27 11:56:11.990674
1108,2025-12-03,West,IN,SERVICE,Service Subscription,2,1500.0,3000.0,D002,CUST173,B2B,231.35,1200.0,1800.0,Invoice,Delivered,13.75,Retail,CAMP2002,SR002,2025-11-27 11:56:11.990685
1109,2026-01-25,West,IN,SERVICE,Service Subscription,6,1500.0,9000.0,D005,CUST390,Premium,171.08,3600.0,5400.0,Cash,Delivered,27.92,Field Sales,,SR001,2025-11-27 11:56:11.990697
1110,2025-12-07,West,IN,SERVICE,Service Subscription,5,1200.0,6000.0,D007,CUST734,B2B,212.73,2400.0,3600.0,Credit Card,Shipped,36.51,Web,CAMP1001,SR005,2025-11-27 11:56:11.990709
1111,2025-11-28,West,IN,SERVICE,Service Subscription,-3,1500.0,-4500.0,D020,CUST519,B2C,230.54,1800.0,-6300.0,Invoice,Cancelled,40.78,Retail,CAMP3003,SR003,2025-11-27 11:56:11.990720
1112,2025-11-20,West,IN,SERVICE,Service Subscription,1,1200.0,1200.0,D005,CUST634,B2B,245.54,480.0,720.0,Credit Card,Delivered,59.57,Web,CAMP3003,SR002,2025-11-27 11:56:11.990733
1113,2025-12-03,West,IN,SERVICE,Annual Maintenance Pack,-3,1500.0,-4500.0,D014,CUST308,Premium,161.54,1800.0,-6300.0,Invoice,Cancelled,13.89,Field Sales,CAMP2002,SR002,2025-11-27 11:56:11.990744
1114,2025-12-04,West,IN,SERVICE,Service Subscription,1,999.0,999.0,D015,CUST701,Premium,100.66,399.6,599.4,Cash,Delivered,25.38,Field Sales,CAMP1001,SR005,2025-11-27 11:56:11.990755
1115,2025-12-18,West,IN,SERVICE,Service Subscription,-2,1200.0,-2400.0,D005,CUST894,B2B,251.28,960.0,-3360.0,Credit Card,Returned,41.42,Retail,CAMP1001,SR001,2025-11-27 11:56:11.990766
1116,2026-01-27,West,IN,SERVICE,Annual Maintenance Pack,2,999.0,1998.0,D017,CUST142,B2B,95.93,799.2,1198.8,Cash,Shipped,57.48,Web,,SR001,2025-11-27 11:56:11.990778
1117,2025-12-09,West,IN,SERVICE,Service Subscription,-3,1500.0,-4500.0,D007,CUST647,B2B,187.63,1800.0,-6300.0,Invoice,Cancelled,11.92,Field Sales,CAMP1001,SR001,2025-11-27 11:56:11.990790
1118,2025-12-13,West,IN,SERVICE,Annual Maintenance Pack,1,1200.0,1200.0,D001,CUST901,B2C,244.25,480.0,720.0,Credit Card,Shipped,13.5,Field Sales,CAMP1001,SR002,2025-11-27 11:56:11.990801
1119,2026-01-16,West,IN,SERVICE,Annual Maintenance Pack,6,1500.0,9000.0,D008,CUST361,Premium,21.94,3600.0,5400.0,Cash,Shipped,46.48,Web,CAMP2002,SR005,2025-11-27 11:56:11.990813
1120,2025-11-25,West,IN,SERVICE,Annual Maintenance Pack,5,1200.0,6000.0,D012,CUST470,B2C,279.64,2400.0,3600.0,Invoice,Shipped,34.79,Web,CAMP1001,SR004,2025-11-27 11:56:11.990824
1121,2026-01-08,West,IN,SERVICE,Service Subscription,5,999.0,4995.0,D007,CUST517,Premium,269.38,1998.0,2997.0,Cash,Delivered,17.07,Web,CAMP3003,SR004,2025-11-27 11:56:11.990838
